team_id,location,time,official_round_1_score,scraped_round_1_score,warned_multi_instances,warned_time,score_delta
08-2221,afjrotc,5:07,128,136,false,false,8
08-0072,njrotc,5:53,101,109,true,false,8
08-2111,njrotc,5:52,117,125,false,false,8
08-0174,cap,3:35,144,152,false,false,8
08-2623,cap,3:44,100,108,false,false,8
08-1424,afjrotc,5:36,143,151,false,false,8
08-2082,afjrotc,5:35,109,117,false,false,8
08-2114,cap,2:40,48,56,false,false,8
08-1805,afjrotc,2:27,154,162,false,false,8
08-3377,cap,2:18,63,71,false,false,8
08-1749,afjrotc,6:03,65,73,false,true,8
08-3113,cap,5:59,118,126,false,false,8
08-2063,cap,5:54,80,88,false,false,8
08-0056,afjrotc,6:27,114,122,false,true,8
08-2805,afjrotc,6:30,92,100,false,true,8
08-1231,afjrotc,5:03,137,145,false,false,8
08-1597,afjrotc,3:00,29,37,false,false,8
08-2036,cap,5:48,125,133,false,false,8
08-2196,mcjrotc,1:45,50,58,false,false,8
08-2354,cap,5:57,153,161,false,false,8
08-1467,cap,6:07,61,69,false,true,8
08-3038,cap,6:06,133,141,false,true,8
08-1801,cap,4:13,136,144,false,false,8
08-1230,afjrotc,3:15,161,169,false,false,8
08-1516,cap,4:01,99,107,false,false,8
08-1798,cap,5:57,180,188,false,false,8
08-1393,afjrotc,5:28,149,157,false,false,8
08-1376,cap,4:51,88,96,false,false,8
08-3320,njrotc,5:08,121,129,false,false,8
08-2011,afjrotc,5:05,101,109,false,false,8
08-0544,cap,6:02,157,170,false,true,13
08-0322,afjrotc,5:45,139,147,false,false,8
08-2855,cap,6:19,152,160,false,true,8
08-2854,cap,5:43,114,122,false,false,8
08-1579,cap,6:08,170,178,false,true,8
08-1349,njrotc,4:26,112,120,false,false,8
08-1010,cap,5:53,186,194,false,false,8
08-1011,cap,5:45,143,151,false,false,8
08-3436,cap,4:58,149,157,false,false,8
08-1423,cap,5:51,176,184,false,false,8
08-2238,cap,4:01,155,163,false,false,8
08-1019,nscc,3:38,168,176,false,false,8
08-1379,njrotc,6:05,154,162,false,true,8
08-2192,mcjrotc,5:34,187,100,false,false,-87
08-1286,afjrotc,5:49,169,177,false,false,8
08-2185,afjrotc,5:54,158,166,false,false,8
08-1645,cap,5:29,108,116,false,false,8
08-1646,cap,5:44,91,99,false,false,8
08-0199,cap,5:27,146,154,false,false,8
08-0610,cap,6:00,126,134,false,false,8
08-0266,cap,6:03,159,167,false,true,8
08-1557,cap,4:09,78,86,false,false,8
08-1950,cap,6:15,67,75,false,true,8
08-1153,cap,5:51,145,153,false,false,8
08-0315,cap,5:53,146,154,false,false,8
08-1123,cap,3:56,134,142,false,false,8
08-0470,cap,5:51,145,153,false,false,8
08-0357,cap,5:51,163,171,false,false,8
08-1902,cap,5:57,141,149,false,false,8
08-1910,afjrotc,6:03,141,149,false,true,8
08-1134,cap,5:35,123,131,false,false,8
08-3220,afjrotc,5:45,134,154,false,false,20
08-3251,njrotc,3:08,71,79,false,false,8
08-0329,afjrotc,5:46,160,165,false,false,5
08-1903,nscc,5:07,152,165,false,false,13
08-3278,cap,5:57,118,123,false,false,5
08-3250,njrotc,4:03,71,79,false,false,8
08-0484,ajrotc,5:33,137,145,false,false,8
08-1298,njrotc,5:44,122,130,false,false,8
08-0006,cap,5:55,129,137,false,false,8
08-0942,cap,5:55,182,190,false,false,8
08-1807,afjrotc,5:26,170,178,false,false,8
08-2157,ajrotc,5:42,173,178,false,false,5
08-0211,mcjrotc,5:33,137,145,false,false,8
08-1506,afjrotc,5:26,120,128,false,false,8
08-2016,cap,5:55,165,173,false,false,8
08-0951,afjrotc,5:23,142,150,false,false,8
08-0543,cap,6:34,152,160,false,true,8
08-2172,afjrotc,5:49,113,121,false,false,8
08-2174,afjrotc,5:47,140,148,false,false,8
08-0344,cap,5:50,165,173,false,false,8
08-2675,cap,5:38,111,119,false,false,8
08-2380,cap,4:30,129,137,false,false,8
08-3408,cap,2:26,38,46,false,false,8
08-0265,nscc,3:49,171,179,false,false,8
08-2382,cap,3:51,49,57,false,false,8
08-1049,nscc,5:45,142,150,false,false,8
08-2279,cap,2:46,26,34,false,false,8
08-1048,nscc,5:52,127,135,false,false,8
08-2416,cap,5:59,168,176,false,false,8
08-2737,cap,3:30,80,88,false,false,8
08-1846,njrotc,5:35,163,171,false,false,8
08-1825,ajrotc,5:49,157,165,false,false,8
08-0607,cap,5:51,126,134,false,false,8
08-3321,njrotc,5:52,104,112,false,false,8
08-1383,afjrotc,4:57,138,146,false,false,8
08-0934,afjrotc,7:53,152,160,false,true,8
08-1005,cap,6:01,135,143,false,true,8
08-0602,cap,6:03,162,170,false,true,8
08-1109,cap,6:02,149,157,false,true,8
08-3393,ajrotc,5:55,144,152,false,false,8
08-1352,njrotc,2:29,67,75,false,false,8
08-1432,afjrotc,5:00,87,95,false,false,8
08-2229,cap,6:02,110,118,false,true,8
08-1102,nscc,5:46,165,173,false,false,8
08-0765,nscc,6:00,181,189,false,false,8
08-3226,cap,4:40,142,150,false,false,8
08-0189,nscc,6:04,188,196,false,true,8
08-0160,nscc,6:23,188,196,false,true,8
08-0167,cap,4:25,122,130,false,false,8
08-0075,nscc,5:37,170,178,false,false,8
08-2456,cap,2:55,154,162,false,false,8
08-1711,cap,5:42,114,122,false,false,8
08-2252,afjrotc,1:19,35,43,false,false,8
08-0361,cap,4:58,108,116,false,false,8
08-3119,cap,5:59,155,163,false,false,8
08-1369,ajrotc,6:02,123,131,false,true,8
08-2513,afjrotc,5:53,106,114,false,false,8
08-0186,cap,6:01,156,164,false,true,8
08-0974,afjrotc,4:37,139,147,false,false,8
08-3338,cap,2:32,36,44,false,false,8
08-2336,afjrotc,5:14,112,120,false,false,8
08-2337,afjrotc,5:08,107,115,false,false,8
08-0876,afjrotc,5:08,130,138,false,false,8
08-0873,cap,5:53,192,200,false,false,8
08-3431,cap,4:37,138,146,false,false,8
08-3403,cap,5:16,114,122,false,false,8
08-2723,afjrotc,5:07,93,101,false,false,8
08-1116,afjrotc,6:00,157,165,false,false,8
08-2720,afjrotc,5:59,145,153,false,false,8
08-2548,cap,5:22,49,57,false,false,8
08-0759,cap,4:15,164,172,false,false,8
08-3213,cap,6:01,133,141,false,true,8
08-0323,cap,1:08,26,34,false,false,8
08-2900,mcjrotc,5:51,104,112,false,false,8
08-1330,cap,6:01,169,177,false,true,8
08-0311,cap,6:09,158,166,false,true,8
08-0438,afjrotc,2:12,125,133,false,false,8
08-1211,cap,5:59,128,136,false,false,8
08-0382,cap,3:40,77,85,false,false,8
08-1041,cap,5:20,131,139,false,false,8
08-1140,cap,4:17,110,118,false,false,8
08-3370,afjrotc,6:02,108,116,false,true,8
08-0143,afjrotc,3:41,113,126,false,false,13
08-3027,afjrotc,5:53,135,143,false,false,8
08-3165,cap,5:45,105,113,false,false,8
08-2629,cap,4:52,123,131,false,false,8
08-2013,cap,2:53,116,124,false,false,8
08-1222,cap,5:46,160,168,false,false,8
08-1027,cap,5:01,144,152,false,false,8
08-0364,nscc,5:08,156,164,false,false,8
08-0468,cap,1:26,44,52,false,false,8
08-1151,cap,4:12,100,108,false,false,8
08-1137,cap,1:21,15,23,false,false,8
08-2959,cap,4:47,123,131,false,false,8
08-2199,cap,2:31,148,156,false,false,8
08-1412,cap,4:28,81,89,false,false,8
08-0352,cap,4:24,120,128,false,false,8
08-1698,cap,3:59,171,179,false,false,8
08-2441,cap,3:41,88,96,false,false,8
08-1039,cap,3:48,69,77,false,false,8
08-1221,nscc,3:10,55,63,false,false,8
08-0422,cap,2:12,55,63,false,false,8
08-1167,cap,0:19,0,8,false,false,8
08-1343,MD,5:40,175,183,false,false,8
08-2093,NJ,5:49,166,174,false,false,8
08-0477,MD,5:54,175,183,false,false,8
08-1505,FL,6:20,162,170,false,true,8
08-2253,FL,6:03,169,177,false,true,8
08-2087,NJ,5:43,167,175,false,false,8
08-1928,MD,4:22,152,160,false,false,8
08-1674,MD,4:53,100,108,false,false,8
08-1387,MD,5:31,135,143,false,false,8
08-2386,VA,6:02,148,169,false,true,21
08-1459,OH,5:51,178,186,false,false,8
08-2484,MD,6:12,153,161,false,true,8
08-1480,OH,5:52,151,159,false,false,8
08-3147,FL,4:37,177,185,false,false,8
08-2574,PA,5:58,182,190,false,false,8
08-2485,MD,6:16,148,156,false,true,8
08-1787,NJ,5:43,121,129,false,false,8
08-2388,VA,5:51,138,146,false,false,8
08-2230,PA,5:53,115,123,false,false,8
08-3475,RI,4:49,146,154,false,false,8
08-2645,PA,6:11,181,189,false,true,8
08-1452,VA,5:55,192,163,false,false,-29
08-2646,PA,5:59,175,183,false,false,8
08-1450,VA,5:58,186,194,false,false,8
08-0240,RI,4:49,151,159,false,false,8
08-2644,PA,6:14,156,164,false,true,8
08-2649,PA,5:57,142,150,false,false,8
08-2653,PA,6:02,186,194,false,true,8
08-0242,RI,4:47,122,130,false,false,8
08-2641,PA,6:04,165,173,false,true,8
08-2650,PA,6:00,180,188,false,false,8
08-0667,MD,5:45,148,156,false,false,8
08-1454,VA,5:53,164,163,false,false,-1
08-2573,PA,5:58,178,186,false,false,8
08-2480,NC,5:43,151,159,false,false,8
08-1453,VA,5:52,150,177,false,false,27
08-1675,MD,4:55,113,121,false,false,8
08-2571,PA,5:54,163,171,false,false,8
08-2752,RI,4:43,118,126,false,false,8
08-2090,NJ,5:36,154,162,false,false,8
08-2643,PA,6:07,174,173,false,true,-1
08-1451,VA,5:25,155,200,false,false,45
08-2091,NJ,5:48,166,174,false,false,8
08-1958,PA,5:03,122,130,false,false,8
08-1719,NC,6:19,160,168,false,true,8
08-2088,PA,36:59,168,176,false,true,8
08-2651,PA,5:51,181,189,false,false,8
08-2572,PA,5:49,116,124,false,false,8
08-0213,IN,5:50,130,138,false,false,8
08-2089,PA,5:37,126,134,false,false,8
08-0629,VA,5:54,163,171,false,false,8
08-0406,VA,5:58,176,184,false,false,8
08-1224,AR,5:43,165,173,false,false,8
08-0214,IN,5:48,128,136,false,false,8
08-2753,RI,4:36,102,110,false,false,8
08-0208,IN,5:45,137,145,false,false,8
08-3194,MD,4:35,128,136,true,false,8
08-3231,OH,5:49,83,91,false,false,8
08-3190,MD,4:32,98,111,true,false,13
08-1665,MD,11:10,112,120,false,true,8
08-1563,PA,5:40,149,157,false,false,8
08-3241,OH,5:14,114,122,false,false,8
08-1595,OK,5:57,170,178,false,false,8
08-3235,OH,5:16,71,79,false,false,8
08-0572,VT,6:07,186,194,false,true,8
08-1344,KS,5:57,164,172,false,false,8
08-2266,FL,6:01,156,164,false,true,8
08-3315,IA,4:53,171,179,false,false,8
08-0859,PA,5:38,82,90,false,false,8
08-2999,FL,5:36,152,160,false,false,8
08-2267,FL,6:02,152,160,false,true,8
08-3309,IA,4:46,156,164,false,false,8
08-3024,NY,5:51,173,181,false,false,8
08-1427,FL,5:06,95,103,false,false,8
08-2262,TX,6:00,165,173,false,false,8
08-0862,PA,5:47,83,91,false,false,8
08-3292,IA,5:30,114,122,false,false,8
08-1564,PA,5:09,102,110,false,false,8
08-3035,MD,6:02,143,156,false,true,13
08-1435,AL,5:46,111,119,false,false,8
08-2727,OK,6:00,168,176,false,false,8
08-2897,FL,4:37,133,141,false,false,8
08-1837,AL,5:51,170,178,false,false,8
08-0784,OK,5:54,148,156,false,false,8
08-2443,FL,5:27,146,154,false,false,8
08-1337,TX,5:55,165,173,false,false,8
08-3311,IA,4:26,78,86,false,false,8
08-1955,TX,5:57,170,178,false,false,8
08-0783,OK,5:49,130,138,false,false,8
08-1898,MA,5:57,186,194,false,false,8
08-1901,MA,5:55,186,194,false,false,8
08-2731,NY,6:08,128,136,false,true,8
08-1900,MA,5:57,179,187,false,false,8
08-1945,ajrotc,4:52,147,155,false,false,8
08-1768,TX,6:01,172,180,false,true,8
08-1775,FL,6:04,163,171,false,true,8
08-0292,OK,6:21,109,91,true,false,-18
08-2894,FL,4:16,121,134,false,false,13
08-3168,FL,6:03,114,127,false,true,13
08-0909,CAN,5:55,158,166,false,false,8
08-0907,CAN,5:56,173,181,false,false,8
08-0293,OK,6:25,104,99,false,true,-5
08-0666,MT,6:58,170,178,false,true,8
08-1913,MT,6:02,163,171,false,true,8
08-0737,MT,6:01,158,166,false,true,8
08-1556,VA,5:03,75,83,false,false,8
08-2715,VA,6:02,164,172,false,true,8
08-0597,VA,5:03,137,145,false,false,8
08-3298,IA,4:04,83,91,false,false,8
08-1914,MT,5:59,154,162,false,false,8
08-0587,CAN,5:48,159,167,false,false,8
08-2275,TX,5:33,164,172,false,false,8
08-0294,OK,5:56,118,126,false,false,8
08-1276,TX,5:49,95,103,false,false,8
08-2066,MD,4:26,115,123,false,false,8
08-2536,CAN,5:52,163,171,false,false,8
08-1962,TX,5:35,146,154,false,false,8
08-2848,TX,5:46,157,165,false,false,8
08-0911,CAN,5:39,173,181,false,false,8
08-2022,TX,6:17,188,196,false,true,8
08-1555,VA,4:47,103,111,false,false,8
08-2021,TX,6:22,175,183,false,true,8
08-1554,VA,4:49,127,135,false,false,8
08-3310,AL,5:24,121,129,false,false,8
08-2269,DC,7:14,75,62,false,true,-13
08-0693,CAN,5:05,102,115,false,false,13
08-0692,CAN,5:12,67,75,false,false,8
08-0254,TX,6:00,148,156,false,false,8
08-1573,TX,6:06,162,158,false,true,-4
08-1769,TX,5:00,177,185,false,false,8
08-2135,NY,5:19,70,78,false,false,8
08-2553,MA,5:56,186,194,false,false,8
08-1208,TX,5:55,137,145,false,false,8
08-1782,TX,5:53,163,171,false,false,8
08-2132,NY,9:10,113,121,false,true,8
08-2691,AL,5:48,117,125,false,false,8
08-0841,OK,5:27,149,157,false,false,8
08-0250,TX,5:23,173,181,false,false,8
08-2717,VA,4:47,138,146,false,false,8
08-2566,TX,5:33,116,124,false,false,8
08-2787,AL,5:59,138,146,false,false,8
08-1652,AL,5:53,163,171,false,false,8
08-0252,TX,5:53,148,156,false,false,8
08-1866,FL,5:51,125,133,false,false,8
08-1826,TX,5:55,138,146,false,false,8
08-2849,TX,5:41,98,106,false,false,8
08-1574,TX,5:54,149,157,false,false,8
08-0249,FL,5:48,150,163,false,false,13
08-2273,AL,5:37,118,126,false,false,8
08-1864,FL,5:58,159,167,false,false,8
08-0808,VA,4:23,63,71,false,false,8
08-0251,TX,5:25,156,169,false,false,13
08-2714,VA,4:34,66,74,false,false,8
08-2530,TX,3:58,112,120,false,false,8
08-1944,AL,6:06,131,139,false,true,8
08-1878,TX,5:51,171,179,false,false,8
08-2920,AL,6:23,117,122,false,true,5
08-1777,NV,6:13,146,147,false,true,1
08-1879,TX,5:52,163,171,false,false,8
08-3349,TX,5:53,186,194,false,false,8
08-0103,TX,30:06,133,141,false,true,8
08-1562,IA,5:39,102,115,false,false,13
08-1149,AL,5:58,177,185,false,false,8
08-0253,TX,5:52,160,168,false,false,8
08-2463,AL,5:59,170,178,false,false,8
08-2921,AL,6:26,140,128,true,false,-12
08-0920,VA,5:02,68,76,false,false,8
08-0842,OK,5:23,110,118,false,false,8
08-2019,TX,3:50,90,98,false,false,8
08-2376,TX,6:00,160,168,false,false,8
08-0850,PA,5:57,119,127,false,false,8
08-1456,AZ,5:55,135,143,false,false,8
08-0843,OK,5:07,126,134,false,false,8
08-1619,VA,4:39,134,142,false,false,8
08-0919,VA,5:01,22,30,false,false,8
08-2690,AL,5:48,103,111,false,false,8
08-1455,AZ,5:59,139,147,false,false,8
08-0844,OK,5:10,156,164,false,false,8
08-0871,AR,5:39,165,173,false,false,8
08-0845,OK,4:56,61,69,false,false,8
08-0937,AR,5:32,148,156,false,false,8
08-2537,CAN,5:16,158,166,false,false,8
08-2790,AL,5:31,119,127,false,false,8
08-2001,MD,3:52,143,151,false,false,8
08-2789,AL,5:57,112,120,false,false,8
08-0939,AR,5:22,175,183,false,false,8
08-2186,IA,10:04,131,139,false,true,8
08-0870,AR,5:30,150,158,false,false,8
08-2850,TX,5:18,110,118,false,false,8
08-0127,TX,5:33,160,168,false,false,8
08-0938,AR,5:14,175,183,false,false,8
08-2133,NY,4:23,97,105,false,false,8
08-3304,IA,4:38,57,65,false,false,8
08-2083,TX,5:30,138,146,false,false,8
08-1740,TX,5:26,89,97,false,false,8
08-0866,WI,5:49,136,144,false,false,8
08-1818,TX,4:43,165,173,false,false,8
08-1886,ME,5:58,186,194,false,false,8
08-2096,MD,5:10,177,185,false,false,8
08-0241,MT,5:53,141,149,false,false,8
08-1738,TX,5:15,118,126,false,false,8
08-0296,OK,4:33,61,69,false,false,8
08-1781,NV,6:41,109,117,false,true,8
08-3483,AL,4:36,138,146,false,false,8
08-0553,TX,5:57,172,180,false,false,8
08-2331,MD,6:04,130,138,false,true,8
08-1434,TX,5:28,200,180,true,false,-20
08-1906,CO,5:43,130,138,false,false,8
08-2167,ME,5:33,175,183,false,false,8
08-2992,SC,3:58,116,124,false,false,8
08-3002,SC,4:16,118,126,false,false,8
08-2165,ME,5:55,159,167,false,false,8
08-2995,SC,4:00,118,126,false,false,8
08-0527,MA,5:33,173,181,false,false,8
08-0890,AL,4:59,181,189,false,false,8
08-1065,TX,5:29,160,168,false,false,8
08-0918,VA,5:32,46,54,false,false,8
08-2250,PA,5:56,181,189,false,false,8
08-0099,PA,5:54,179,187,false,false,8
08-3195,CA,2:23,68,76,false,false,8
08-2308,TX,4:37,141,149,false,false,8
08-1409,CA,5:58,81,89,false,false,8
08-2106,CA,5:52,137,145,false,false,8
08-0141,OH,4:45,170,178,false,false,8
08-2309,TX,4:31,96,104,false,false,8
08-2072,CA,6:57,67,75,false,true,8
08-0207,CA,5:57,146,154,false,false,8
08-2276,CAN,4:37,135,143,false,false,8
08-2205,CA,6:01,181,189,false,true,8
08-0542,AK,5:43,171,179,false,false,8
08-3306,MD,5:40,108,116,false,false,8
08-0456,WA,4:56,42,50,true,false,8
08-1326,CO,20:24,65,169,false,true,104
08-1811,DE,5:30,120,128,false,false,8
08-0655,FL,5:14,158,166,false,false,8
08-2543,FL,5:09,151,159,false,false,8
08-1810,DE,5:23,147,155,false,false,8
08-0398,TX,5:37,53,66,false,false,13
08-1999,CA,5:49,118,126,false,false,8
08-2588,MD,4:25,102,110,false,false,8
08-1813,DE,2:05,47,55,false,false,8
08-2585,MD,4:05,94,102,false,false,8
08-2584,MD,3:53,72,80,false,false,8
08-0109,CA,5:57,140,148,false,false,8
08-3191,CA,1:33,33,41,false,false,8
08-3324,WA,3:56,96,109,false,false,13
08-0193,OH,5:57,163,171,false,false,8
08-1320,AL,2:52,153,161,false,false,8
08-1272,AL,4:16,163,171,false,false,8
08-1386,MD,5:52,152,160,false,false,8
08-1466,OH,5:59,176,184,false,false,8
08-1315,AL,5:07,148,156,false,false,8
08-2896,LA,5:21,146,154,false,false,8
08-0457,WA,3:49,93,101,false,false,8
08-0626,TX,5:19,97,105,false,false,8
08-0534,SC,5:56,132,140,false,false,8
08-2068,MD,5:56,184,196,false,false,12
08-3434,TX,4:48,37,45,false,false,8
08-1991,MD,5:41,196,183,false,false,-13
08-1366,AZ,4:06,174,182,false,false,8
08-1471,AZ,5:08,132,140,false,false,8
08-3255,FL,3:23,86,94,false,false,8
08-3010,WI,3:17,134,142,false,false,8
08-1056,TX,5:37,166,174,false,false,8
08-1812,DE,2:26,50,58,false,false,8
08-2820,FL,4:05,175,183,false,false,8
08-1057,TX,5:17,149,157,false,false,8
08-2125,VA,4:08,71,79,false,false,8
08-3193,CA,0:54,50,58,false,false,8
08-2126,VA,4:02,61,69,false,false,8
08-2124,VA,3:57,61,69,false,false,8
08-1058,TX,7:59,117,125,false,true,8
08-2156,VA,5:57,133,141,false,false,8
08-2154,VA,5:52,175,183,false,false,8
08-2153,VA,5:43,121,129,false,false,8
08-1720,ME,5:29,117,125,false,false,8
08-0599,CT,6:02,142,150,false,true,8
08-2886,OH,3:13,137,145,false,false,8
08-2079,CA,3:40,164,172,false,false,8
08-2078,CA,3:39,156,164,false,false,8
08-2880,OH,1:29,85,93,false,false,8
08-0455,WA,3:05,88,96,false,false,8
08-0508,NC,5:57,182,190,false,false,8
08-0510,NC,5:54,182,190,false,false,8
08-0509,NC,5:54,182,190,true,false,8
08-1766,NC,5:55,175,183,false,false,8
08-2407,MA,6:02,134,122,true,false,-12
08-2225,CA,5:43,174,182,false,false,8
08-0891,VA,5:22,149,157,false,false,8
08-0742,afjrotc,5:07,92,50,false,false,-42
08-0429,NE,5:50,151,159,false,false,8
08-2987,MD,5:20,158,166,false,false,8
08-0427,NE,5:39,120,128,false,false,8
08-2119,MD,5:51,133,141,false,false,8
08-1789,NJ,5:54,110,118,false,false,8
08-2129,NJ,5:47,164,172,false,false,8
08-0426,NE,5:39,90,98,false,false,8
08-1333,MD,5:44,138,146,false,false,8
08-1599,PA,5:56,150,158,false,false,8
08-1237,GA,3:43,146,154,false,false,8
08-2586,VA,5:45,170,178,false,false,8
08-0496,VA,5:38,186,194,false,false,8
08-1952,AL,5:54,147,155,false,false,8
08-0892,VA,4:26,152,160,false,false,8
08-1790,TN,3:55,135,143,false,false,8
08-3154,TN,3:47,134,142,false,false,8
08-1294,GA,3:23,119,127,false,false,8
08-0515,VA,5:37,141,149,false,false,8
08-1223,GA,3:40,134,142,false,false,8
08-0520,VA,5:33,127,135,false,false,8
08-2889,VA,5:55,83,91,false,false,8
08-0495,VA,5:42,162,170,false,false,8
08-3383,VA,6:11,120,112,false,true,-8
08-2478,NY,8:08,47,0,true,false,-47
08-1824,OH,5:56,126,134,false,false,8
08-0816,IN,6:01,171,179,false,true,8
08-1783,IN,5:59,171,179,false,false,8
08-2160,MD,4:54,156,164,false,false,8
08-2742,VA,5:31,140,153,false,false,13
08-2744,VA,5:24,86,94,false,false,8
08-1681,TX,3:04,148,156,false,false,8
08-2326,CA,5:46,182,190,false,false,8
08-2887,VA,6:01,119,127,false,true,8
08-0368,VA,5:24,86,94,false,false,8
08-1933,VA,5:40,76,84,false,false,8
08-2372,MI,5:46,118,126,false,false,8
08-1225,SC,4:37,155,168,false,false,13
08-3422,NY,5:55,88,96,false,false,8
08-2743,VA,5:11,128,136,false,false,8
08-1840,TX,1:30,51,59,false,false,8
08-2171,MI,5:33,142,150,true,false,8
08-2040,WI,4:12,125,133,false,false,8
08-3014,AL,5:31,136,144,false,false,8
08-3217,VA,4:21,134,142,false,false,8
08-0351,VA,5:02,68,76,false,false,8
08-3039,DE,5:57,128,136,false,false,8
08-0981,VA,5:44,167,175,false,false,8
08-0620,TN,5:51,160,168,false,false,8
08-0371,TN,5:46,159,167,false,false,8
08-2981,VA,5:46,181,189,false,false,8
08-2307,NC,3:59,147,155,false,false,8
08-1255,DE,5:49,140,148,false,false,8
08-2306,NC,3:52,46,54,false,false,8
08-0978,VA,5:41,192,200,false,false,8
08-2798,CO,5:59,152,160,false,false,8
08-0565,WI,5:50,169,177,false,false,8
08-3167,IL,5:57,130,143,false,false,13
08-0428,NE,4:57,76,84,false,false,8
08-2594,MI,3:56,166,174,false,false,8
08-3176,IL,6:00,158,171,false,false,13
08-3172,IL,5:55,163,171,false,false,8
08-1491,DC,3:22,80,88,false,false,8
08-0125,WA,5:56,170,178,false,false,8
08-2412,UT,1:18,19,27,false,false,8
